WASHINGTON BLVD,"[34.0110647, -118.4107829]"
110TH ST,"[40.7982708, -73.9525251]"
71ST ST,"[36.060705, -95.939493]"
OGLESBY AVE,"[41.7354026, -87.56712449999999]"
81ST ST,"[40.7844744, -73.9773671]"
ROOSEVELT RD,"[41.8611282, -87.9405319]"
TRUMBULL AVE,"[41.21833400000001, -73.202484]"
68TH ST,"[40.7666644, -73.9612344]"
67TH PL,"[39.214655, -94.576064]"
SACRAMENTO BLVD,"[41.8901951, -87.7016482]"
DANTE AVE,"[39.4536086, -74.94112009999999]"
KILBOURN AVE,"[43.0416076, -87.936622]"
ELSTON AVE,"[41.9501886, -87.7140414]"
BELMONT AVE,"[41.9387975, -87.7493277]"
MONTROSE AVE,"[40.707169, -73.944904]"
FAIRFIELD AVE,"[40.8828794, -73.91445019999999]"
CORNELIA AVE,"[41.9444139, -87.7396399]"
KENMORE AVE,"[38.8283042, -77.1113646]"
RACINE AVE,"[41.7759607, -87.6544188]"
LOOMIS ST,"[37.742528, -122.404165]"
PERSHING RD,"[29.6767261, -95.34282789999999]"
73RD ST,"[36.057646, -95.963448]"
BALTIMORE AVE,"[39.9479449, -75.2232976]"
FORRESTVILLE AVE,"[41.80943389999999, -87.6126598]"
EAST END AVE,"[40.7736925, -73.9456902]"
51ST ST,"[40.7634449, -73.9868882]"
ST LAWRENCE AVE,"[40.832817, -73.867539]"
STATE ST,"[39.0618757, -95.64331580000001]"
CHAMPLAIN AVE,"[41.7365817, -87.60853360000002]"
CLYDE AVE,"[37.4014374, -122.0475837]"
IRVING PARK RD,"[41.9609085, -87.9555786]"
ST LOUIS AVE,"[38.6658765, -90.24433479999999]"
KILDARE AVE,"[41.938994, -87.73456379999999]"
MANGO AVE,"[41.9531394, -87.77068109999999]"
CHRISTIANA AVE,"[41.968432, -87.7121397]"
103RD ST,"[30.2477458, -81.8126685]"
STEWART AVE,"[43.349037, -80.3025115]"
BISHOP ST,"[42.4065656, -82.93419519999999]"
MILWAUKEE AVE,"[42.21060869999999, -87.9340156]"
WENTWORTH AVE,"[41.8497061, -87.63163469999999]"
123RD ST,"[41.6704958, -87.6736345]"
73RD PL,"[39.143097, -94.749258]"
ASHLAND BLVD,"[42.0120891, -87.670172]"
RICHMOND ST,"[33.9208691, -118.4172006]"
71ST PL,"[39.826642, -105.029498]"
POLK ST,"[37.7913505, -122.4208506]"
WRIGHTWOOD AVE,"[41.9289633, -87.65614049999999]"
NORMAL AVE,"[40.7670466, -73.9929658]"
NORMAL BLVD,"[40.7881835, -96.648951]"
NORDICA AVE,"[41.96829570000001, -87.8025502]"
KEOKUK AVE,"[34.216456, -118.574534]"
DRAKE AVE,"[34.6978518, -86.6085793]"
PALMER ST,"[35.2223759, -80.8565674]"
EDDY ST,"[41.6860617, -86.235309]"
GLADYS AVE,"[39.202868, -84.546607]"
COTTAGE GROVE AVE,"[41.7965249, -87.6057381]"
LAFLIN ST,"[41.8623781, -87.6638909]"
MANISTEE AVE,"[41.7281757, -87.55675719999999]"
CALIFORNIA AVE,"[37.4229279, -122.1476464]"
ADDISON ST,"[42.0418775, -88.2705429]"
102ND ST,"[40.7895342, -73.9477842]"
FRANKLIN ST,"[40.7190056, -74.0066801]"
57TH ST,"[40.767267, -73.9841435]"
ESCANABA AVE,"[40.5500953, -74.1594314]"
ASHLAND AVE,"[37.9972377, -84.5371156]"
UNION AVE,"[36.08978400000001, -96.01154]"
PARNELL AVE,"[34.0475986, -118.4255225]"
LOTUS AVE,"[40.98914800000001, -74.027552]"
PHILLIPS AVE,"[40.907329, -72.65131199999999]"
DAUPHIN AVE,"[40.328356, -75.972354]"
CORNELL AVE,"[41.8008363, -87.5865105]"
HERMITAGE AVE,"[41.9473646, -87.6725772]"
RIDGELAND AVE,"[41.6607943, -87.7775048]"
ESSEX AVE,"[44.7432052, -93.1760396]"
MONTICELLO AVE,"[37.272166, -76.7574672]"
LINCOLN AVE,"[40.7684079, -74.2372256]"
THROOP ST,"[41.7340656, -87.6557192]"
DOUGLAS BLVD,"[38.7438287, -121.2205782]"
82ND ST,"[40.7537836, -73.88502299999999]"
NEWCASTLE AVE,"[34.1962067, -118.5253042]"
15TH ST,"[26.1032222, -80.1293879]"
89TH PL,"[47.5244064, -122.162338]"
112TH PL,"[47.6978836, -122.019287]"
PEORIA ST,"[39.8073851, -104.8469963]"
LA SALLE ST,"[41.8857382, -87.63254309999999]"
BERWYN AVE,"[41.977175, -87.7975263]"
KOMENSKY AVE,"[41.7703721, -87.7237623]"
HARDING AVE,"[37.2344678, -80.4111121]"
MAYFIELD AVE,"[39.3241518, -76.57571]"
HALSTED ST,"[41.4770446, -87.63903669999999]"
CRANDON AVE,"[41.73984670000001, -87.5684565]"
GREENLEAF AVE,"[33.9672944, -118.0368788]"
WABANSIA AVE,"[41.9114794, -87.744098]"
52ND ST,"[36.322282, -94.1877355]"
33RD PL,"[41.8334648, -87.6581925]"
38TH ST,"[36.1079684, -96.12075759999999]"
126TH ST,"[40.810843, -73.95067999999999]"
WELLS ST,"[41.8989026, -87.6342911]"
LECLAIRE AVE,"[41.7445126, -87.74798969999999]"
JONQUIL TER,"[42.0207695, -87.8065807]"
100TH ST,"[41.6230571, -93.7550929]"
KENWOOD AVE,"[39.340285, -76.50566800000001]"
19TH ST,"[29.8027803, -95.410146]"
PULASKI RD,"[41.93911019999999, -87.72717879999999]"
70TH ST,"[40.7772491, -73.9824378]"
NEENAH AVE,"[41.9701993, -87.79039259999999]"
LUELLA AVE,"[41.736695, -87.5696368]"
CALHOUN AVE,"[40.824673, -73.823505]"
FOSTER AVE,"[40.63926000000001, -73.9377641]"
HIRSCH ST,"[41.9062537, -87.7288507]"
SUMMERDALE AVE,"[40.0504919, -75.07507939999999]"
81ST PL,"[41.7451673, -87.7095533]"
ARMITAGE AVE,"[41.91094349999999, -88.0619964]"
116TH PL,"[47.5012741, -122.250122]"
NORMANDY AVE,"[39.293686, -76.681933]"
110TH PL,"[48.094701, -122.162206]"
THOMAS ST,"[40.716657, -74.0069481]"
AVALON AVE,"[27.91576, -82.71049]"
LE MOYNE ST,"[41.908041, -87.73946149999999]"
34TH PL,"[35.505074, -97.379714]"
87TH ST,"[40.7787765, -73.95178299999999]"
LINDEN PL,"[40.771582, -73.833747]"
MASON AVE,"[29.215492, -81.0574094]"
61ST ST,"[40.7662424, -73.9824061]"
COLUMBUS AVE,"[40.785466, -73.9729224]"
CENTRAL AVE,"[41.9431325, -87.7666625]"
MUSKEGON AVE,"[43.232185, -86.2519841]"
CUYLER AVE,"[41.8544299, -87.7824162]"
NASSAU AVE,"[40.7254251, -73.9457699]"
YATES BLVD,"[41.7444596, -87.5661329]"
FLOURNOY ST,"[41.8727191, -87.710734]"
LOOMIS BLVD,"[41.7722657, -87.65915919999999]"
CULLERTON ST,"[41.8548649, -87.68082530000001]"
JAMES ST,"[43.0686444, -76.1100569]"
CARROLL AVE,"[34.0696954, -118.2550508]"
SHERIDAN RD,"[41.978201, -87.65503319999999]"
89TH ST,"[35.561115, -97.531551]"
WHIPPLE ST,"[42.23228, -71.7943885]"
MARQUETTE AVE,"[44.9763201, -93.27088289999999]"
HARLEM AVE,"[41.6048001, -87.7943595]"
FIFTH AVE,"[40.7744146, -73.9656177]"
59TH ST,"[40.7661851, -73.9773038]"
AVENUE O,"[29.2900464, -94.80453450000002]"
OAKDALE AVE,"[37.743046, -122.405402]"
WESTERN BLVD,"[35.7838692, -78.68293109999999]"
HOMAN AVE,"[41.80990329999999, -87.7086557]"
63RD PL,"[41.7773805, -87.753191]"
BENNETT AVE,"[40.8548466, -73.9345172]"
LOCK ST,"[43.2026302, -79.2668724]"
WALLACE ST,"[39.9639323, -75.15427790000001]"
LARCHMONT AVE,"[40.9299257, -73.7544889]"
WINSTON AVE,"[36.17702, -95.92262]"
SACRAMENTO AVE,"[42.0119228, -87.7046221]"
LELAND AVE,"[40.8259516, -73.8621636]"
80TH PL,"[42.558717, -87.883443]"
100TH PL,"[41.70887030000001, -87.8021096]"
BELLE PLAINE AVE,"[41.95549949999999, -87.7456366]"
NORTHWEST HWY,"[32.9410724, -97.0833462]"
38TH PL,"[36.107781, -95.922231]"
EVANS AVE,"[39.678856, -104.940515]"
41ST ST,"[36.104584, -95.834182]"
60TH PL,"[41.7785503, -88.0086663]"
26TH ST,"[34.0279575, -118.4690956]"
RUTHERFORD AVE,"[42.3786481, -71.07061]"
PAXTON AVE,"[39.1407179, -84.43377509999999]"
68TH PL,"[47.5415001, -122.176926]"
101ST PL,"[47.7039413, -122.2062]"
EDBROOKE AVE,"[41.6634153, -87.6193438]"
CLAREMONT AVE,"[40.8122576, -73.96211699999999]"
18TH ST,"[36.135933, -95.975713]"
LINDER AVE,"[42.0327619, -87.76440079999999]"
84TH PL,"[39.850656, -105.147686]"
CHICAGO AVE,"[41.8940619, -87.8143788]"
117TH PL,"[47.38089069999999, -122.1848333]"
KEATING AVE,"[41.9650421, -87.7460741]"
CONSTANCE AVE,"[34.4373646, -119.7221527]"
SUPERIOR ST,"[41.8948628, -87.69539979999999]"
BELL AVE,"[35.4188748, -99.4316752]"
MC LEAN AVE,"[40.9112062, -73.87984159999999]"
KENNETH AVE,"[38.6143082, -121.3521075]"
COMMERCIAL AVE,"[43.1068915, -89.3256967]"
KEDVALE AVE,"[42.0317087, -87.7316438]"
MAPLEWOOD AVE,"[36.147987, -95.90840299999999]"
18TH PL,"[33.4839985, -86.8667732]"
64TH ST,"[35.399747, -97.565486]"
113TH PL,"[39.9016895, -105.071729]"
MELROSE ST,"[34.0834706, -118.3366144]"
NORTH AVE,"[44.5067139, -73.24456769999999]"
BRIAR PL,"[41.9386922, -87.6431355]"
88TH PL,"[33.95676, -118.256505]"
53RD PL,"[36.086421, -95.97567699999999]"
ERIE ST,"[41.1529044, -81.3588484]"
36TH PL,"[34.0222906, -118.2913874]"
111TH ST,"[41.6927794, -87.61048509999999]"
MONROE ST,"[43.0609829, -89.4231789]"
EASTWOOD AVE,"[41.08471249999999, -81.4756365]"
118TH ST,"[40.805037, -73.95277659999999]"
67TH ST,"[36.066446, -95.97570999999999]"
72ND ST,"[40.7692518, -73.9594312]"
MASSASOIT AVE,"[41.74888079999999, -87.76423779999999]"
HILLOCK AVE,"[41.8446802, -87.6576491]"
THORNDALE AVE,"[41.9897452, -87.658822]"
SEELEY AVE,"[41.943403, -87.67961799999999]"
46TH ST,"[29.5625183, -98.5928926]"
121ST ST,"[40.7006094, -73.8281286]"
VERNON AVE,"[40.695289, -73.94338800000001]"
OAK PARK AVE,"[41.9527516, -87.79625]"
MOZART ST,"[41.9466761, -87.69924759999999]"
VAN BUREN ST,"[41.8771275, -87.62293249999999]"
AVENUE L,"[30.7233501, -95.5517406]"
HALE AVE,"[44.98601, -92.96358699999999]"
BELDEN AVE,"[41.1182647, -73.4173435]"
ODELL AVE,"[40.966892, -73.869464]"
52ND PL,"[36.22935, -95.98458099999999]"
14TH ST,"[38.938678, -77.0327217]"
90TH PL,"[39.860971, -105.024929]"
56TH ST,"[36.234578, -95.98459899999999]"
94TH ST,"[35.9208876, -78.9574621]"
WILCOX ST,"[38.6410317, -90.50029289999999]"
WOLCOTT AVE,"[41.90690559999999, -87.6729895]"
CAMPBELL AVE,"[37.1975474, -93.2947667]"
LYNDALE ST,"[41.9223777, -87.7022307]"
LUNA AVE,"[32.8315526, -117.2171926]"
STEUBEN ST,"[42.6516355, -73.7516191]"
VAN VLISSINGEN RD,"[41.7147354, -87.5735823]"
CREGIER AVE,"[41.7697508, -87.5813155]"
MONITOR AVE,"[41.9384906, -87.7725536]"
FULTON ST,"[40.7098694, -74.00702540000002]"
HOUSTON AVE,"[29.7769089, -95.3724372]"
LEXINGTON ST,"[42.3548052, -71.2436096]"
ARTHUR AVE,"[40.851226, -73.89050739999999]"
BEVERLY AVE,"[46.854391, -113.989136]"
35TH ST,"[40.7502968, -73.9864343]"
LEAVITT ST,"[41.9404077, -87.6832333]"
GEORGE ST,"[41.3077092, -72.93664129999999]"
OAKLEY BLVD,"[41.8957737, -87.6843877]"
LAKE SHORE DR,"[41.8033479, -87.5816686]"
HARVARD AVE,"[42.3520069, -71.1318014]"
ROCKWELL ST,"[41.9558135, -87.6932925]"
EBERHART AVE,"[41.7365295, -87.6121082]"
HIGGINS AVE,"[41.977438, -87.791455]"
50TH ST,"[40.7626366, -73.9869403]"
COLES AVE,"[39.941068, -75.007752]"
BERNARD ST,"[32.849753, -96.818513]"
CENTRAL PARK AVE,"[40.9677166, -73.83729129999999]"
WAYNE AVE,"[35.3158663, -78.6177754]"
75TH PL,"[41.7563097, -87.72198259999999]"
MC VICKER AVE,"[41.95303639999999, -87.778007]"
TORRENCE AVE,"[41.5574574, -87.5586015]"
GUNNISON ST,"[40.8076032, -91.1173788]"
KNOX AVE,"[41.9601876, -87.74463469999999]"
JARVIS AVE,"[42.0153711, -87.7381352]"
COLUMBUS DR,"[41.888063, -87.6205458]"
EAST RIVER RD,"[43.0101317, -77.7063314]"
21ST PL,"[41.8529041, -87.6905391]"
BURLEY AVE,"[38.0342, -84.5170909]"
MERRILL AVE,"[41.8343537, -88.5179187]"
NORTH SHORE AVE,"[42.0036427, -87.7074463]"
50TH PL,"[36.226633, -95.975662]"
KINGSTON AVE,"[40.6684629, -73.94228410000001]"
WEST END AVE,"[40.7869408, -73.97928759999999]"
BERTEAU AVE,"[41.9570088, -87.7506507]"
CANALPORT AVE,"[41.8550936, -87.64560139999999]"
WOLFRAM ST,"[41.9331115, -87.6854848]"
GRESHAM AVE,"[33.7329411, -84.34585849999999]"
RIDGE BLVD,"[40.6284625, -74.0319852]"
MAJOR AVE,"[44.78547500000001, -94.274174]"
VINCENNES AVE,"[41.81657550000001, -87.6140783]"
136TH PL,"[47.7224617, -122.205505]"
WATKINS AVE,"[33.425908, -112.1692945]"
NEVA AVE,"[32.7996414, -117.1453448]"
PIERCE AVE,"[39.9515236, -75.10219649999999]"
WARWICK AVE,"[41.747753, -71.40466099999999]"
WINTHROP AVE,"[40.6660963, -73.5248629]"
FARWELL AVE,"[43.0728054, -87.88169460000002]"
ST PAUL AVE,"[44.9079132, -93.1813141]"
LARAMIE AVE,"[41.9536918, -87.7567474]"
58TH ST,"[36.078283, -96.011771]"
14TH PL,"[38.8947801, -76.98456999999999]"
KEYSTONE AVE,"[39.71423, -86.12056]"
LOREL AVE,"[41.7745614, -87.7555314]"
DIVISION ST,"[41.9009303, -87.8353758]"
RACE AVE,"[41.891637, -87.6720405]"
65TH ST,"[36.248216, -96.000239]"
17TH ST,"[37.7451608, -88.9675882]"
WILSON AVE,"[40.7189428, -74.1423767]"
AVENUE M,"[35.625743, -82.553496]"
QUINCY ST,"[42.8404698, -86.1117889]"
45TH PL,"[36.09819, -95.97558199999999]"
LAFAYETTE AVE,"[40.6860052, -73.9733163]"
OKETO AVE,"[41.9872484, -87.8118409]"
HARTLAND CT,"[41.9990153, -72.9064047]"
AVENUE J,"[37.09024, -95.712891]"
NASHVILLE AVE,"[29.9332047, -90.11551089999999]"
86TH ST,"[40.7780602, -73.9521931]"
91ST ST,"[40.7907184, -73.9723448]"
MOBILE AVE,"[32.80927500000001, -97.39831799999999]"
ARGYLE ST,"[41.9716799, -87.7484664]"
HAMPDEN CT,"[41.3838782, -72.9026064]"
109TH PL,"[47.6980705, -122.164719]"
KENTON AVE,"[42.02808599999999, -87.74261969999999]"
LONGWOOD DR,"[41.7210133, -87.6693355]"
SCHUBERT AVE,"[41.9306201, -87.73228329999999]"
NATCHEZ AVE,"[41.9456177, -87.7887681]"
LOCKWOOD AVE,"[34.0893047, -118.2882911]"
EUCLID AVE,"[41.5633986, -81.5414624]"
78TH ST,"[40.7729951, -73.95634869999999]"
OCTAVIA AVE,"[41.9466927, -87.8094642]"
69TH PL,"[48.05779099999999, -122.140962]"
76TH ST,"[42.82591860000001, -85.67489169999999]"
KIMBARK AVE,"[41.76688679999999, -87.5941952]"
LAKE SHORE DR W,"[41.8938838, -87.61536149999999]"
47TH ST,"[40.7607273, -73.9882141]"
